type,duration_s,fps,width,height,total_frames,pixels_per_frame_M,bitrate_kbps,cpu_true,mem_true
video,587.4,60,320,235,35245.18205050974,0.0752,15690.0,1463.06,2832.4
video,439.6,30,640,605,13187.001084912878,0.3872,829.0,889.74,2321.25
video,169.9,15,640,579,2547.9913920597787,0.3706,863.0,350.76,917.83
video,500.0,60,854,725,30001.16465924392,0.6191,49347.0,1011.13,2468.76
video,166.8,15,854,758,2502.3030317692464,0.6473,5955.0,374.36,738.73
video,155.8,25,1920,1505,3893.8951729342016,2.8896,5490.0,393.6,960.28
video,482.1,30,3840,3017,14462.362526516747,11.5853,10203.0,1265.57,2923.25
video,379.5,24,1280,707,9107.767106000658,0.905,7118.0,749.9,2103.88
video,216.8,30,854,517,6504.722645765069,0.4415,21740.0,398.34,1048.66
video,182.6,24,640,504,4382.498321605715,0.3226,28164.0,329.74,909.19
video,83.3,60,160,107,4998.683740103402,0.0171,2281.0,187.3,511.68
video,535.9,15,1920,1683,8038.766391989611,3.2314,25009.0,1250.36,3158.83
video,24.1,30,160,89,721.6119071010725,0.0142,42024.0,45.22,123.78
video,557.7,24,7680,5480,13385.929709330416,42.0864,35592.0,2387.3,6349.22
video,243.5,24,640,369,5843.774823339616,0.2362,3053.0,426.21,1247.87
video,9.5,30,160,109,284.66585400660364,0.0174,34510.0,23.59,69.97
video,501.4,60,320,284,30085.18440334525,0.0909,4169.0,963.74,2145.04
video,356.3,30,1920,1508,10689.213537386337,2.8954,20087.0,864.21,1974.79
video,62.8,24,1920,1068,1506.7584161084542,2.0506,47388.0,210.68,398.19
video,97.9,30,854,711,2937.715670544377,0.6072,11973.0,220.99,597.86
video,574.6,25,320,316,14363.937139825597,0.1011,10022.0,1222.34,2967.69
video,212.5,60,7680,4150,12749.74920730466,31.872,17121.0,1703.54,2926.77
video,39.8,30,7680,3968,1194.3904957555753,30.4742,35182.0,946.81,1956.08
video,163.2,60,320,254,9790.929606211734,0.0813,18204.0,313.63,912.23
video,582.7,30,320,241,17480.94932510576,0.0771,20323.0,1108.1,2371.46
video,592.8,60,320,239,35570.775236528825,0.0765,25537.0,1170.36,3289.67
video,255.9,25,160,125,6396.778522688672,0.02,17162.0,445.37,1422.46
video,149.2,25,7680,5842,3730.060386320494,44.8666,15678.0,1180.32,3777.32
video,303.1,60,160,155,18187.352018157755,0.0248,28468.0,654.55,1503.64
video,366.1,24,160,126,8785.450060399147,0.0202,38968.0,741.61,1835.44
video,276.2,15,160,103,4142.308876125738,0.0165,4425.0,542.36,1432.69
video,240.1,15,7680,6985,3600.9702671380487,53.6448,8064.0,1092.52,6075.32
video,589.9,25,1280,1228,14747.830664231655,1.5718,5756.0,1269.75,2641.93
video,11.5,15,7680,4117,172.18827446621748,31.6186,7756.0,378.95,3002.32
video,134.8,25,854,595,3369.1609081087636,0.5081,44190.0,314.7,759.54
video,220.7,30,3840,2252,6622.323269870531,8.6477,16055.0,500.89,1979.26
video,282.1,24,1280,1276,6769.4887153312675,1.6333,5273.0,636.15,1461.31
video,500.2,15,320,185,7503.178188786548,0.0592,37722.0,880.97,2377.57
video,519.6,60,1920,1106,31177.643449293668,2.1235,46870.0,1312.88,2414.92
video,575.3,24,160,102,13806.954872861475,0.0163,32277.0,1170.41,2459.25
video,322.6,25,320,311,8064.357930815229,0.0995,46730.0,659.9,1583.82
video,167.5,30,320,179,5024.341251106676,0.0573,28270.0,332.6,783.27
video,393.8,15,160,120,5907.284197136857,0.0192,20276.0,752.95,2460.96
video,234.9,30,320,190,7046.438087792343,0.0608,20391.0,436.16,1341.78
video,100.8,30,854,830,3023.043567168401,0.7088,3942.0,220.14,509.47
video,227.6,25,3840,3008,5688.882124025633,11.5507,30601.0,712.13,1848.58
video,292.0,25,3840,3703,7299.493133244396,14.2195,2759.0,922.74,2501.85
video,94.8,24,854,725,2275.6886265964636,0.6191,12351.0,184.36,428.28
video,174.3,24,1920,1394,4182.740476644845,2.6765,39088.0,359.14,1261.43
video,1.8,25,640,561,44.95825398660902,0.359,6456.0,11.8,58.47
video,299.5,25,640,587,7486.353232560798,0.3757,31480.0,683.79,1402.65
video,303.6,24,1920,1026,7287.268799823341,1.9699,23959.0,423.94,1436.32
video,7.9,15,1920,1737,118.43529501396773,3.335,1034.0,52.52,292.86
video,272.3,15,1280,752,4085.097880961232,0.9626,42667.0,609.21,1273.11
video,200.1,25,854,739,5003.205772028804,0.6311,14497.0,474.81,1192.25
video,339.1,15,3840,2025,5086.158248768153,7.776,41777.0,805.2,2344.13
video,430.8,60,160,145,25848.5899365244,0.0232,27637.0,919.24,2421.14
video,597.7,15,1920,1330,8964.792769972322,2.5536,33848.0,1230.94,3371.42
video,142.1,15,3840,2064,2131.0653910505744,7.9258,13860.0,448.77,1467.89
video,312.6,30,1280,1011,9377.474907046299,1.2941,13515.0,539.66,1716.11
video,292.0,30,640,499,8759.972415234237,0.3194,37737.0,675.81,1152.41
video,485.0,15,640,632,7274.833205216641,0.4045,5249.0,915.78,2607.68
video,260.4,25,1280,642,6509.626288658239,0.8218,38286.0,540.26,1451.15
video,154.0,30,854,627,4619.491603448819,0.5355,22535.0,356.05,816.86
video,113.5,24,640,627,2723.746694398104,0.4013,5699.0,197.94,634.96
video,197.3,30,320,295,5918.79278807796,0.0944,49310.0,434.03,956.2
video,291.5,60,160,145,17490.615465903003,0.0232,16128.0,524.6,1556.79
video,290.5,25,7680,5016,7261.543361836111,38.5229,12380.0,1806.76,4567.32
video,140.7,25,160,125,3517.6514238168884,0.02,15824.0,241.88,672.48
video,75.0,24,160,147,1801.123903224543,0.0235,46171.0,171.35,403.25
video,169.4,15,640,452,2541.601449007866,0.2893,9419.0,337.33,888.85
video,347.1,30,1920,1834,10413.092788480604,3.5213,23778.0,641.49,2157.35
video,319.3,15,320,208,4789.3409939493295,0.0666,42432.0,696.61,1422.49
video,379.2,60,160,144,22751.16443582341,0.023,21162.0,774.65,2002.62
video,211.5,60,1920,1726,12689.576022968002,3.3139,16367.0,490.23,1527.26
video,53.7,25,1920,1421,1343.5178388012705,2.7283,4118.0,139.83,541.95
video,549.7,25,1280,798,13742.23878776232,1.0214,41079.0,1172.03,2853.37
video,141.8,24,160,157,3403.0917962270555,0.0251,49826.0,240.05,591.25
video,411.4,25,640,353,10285.117222695366,0.2259,6335.0,857.43,2079.79
video,324.0,60,7680,6082,19439.189369620817,46.7098,36759.0,3157.5,5456.72
video,58.9,25,1920,1856,1471.5523915746471,3.5635,26155.0,209.42,657.28
video,577.2,24,320,197,13851.743148120382,0.063,14834.0,1056.29,3302.14
video,49.2,24,1920,1435,1181.0799889257923,2.7552,28520.0,167.14,392.62
video,271.7,60,1280,883,16299.352746300163,1.1302,40533.0,671.94,1465.57
video,191.7,15,7680,7612,2876.2086280628196,58.4602,40188.0,1167.81,4996.07
video,334.7,24,1920,1424,8032.007384643219,2.7341,6130.0,789.25,1978.27
video,313.6,25,640,523,7838.891573306711,0.3347,29624.0,534.33,1818.95
video,188.2,25,640,547,4705.816300872231,0.3501,24666.0,466.45,1059.69
video,274.3,24,320,213,6583.961630964102,0.0682,6580.0,621.62,1470.65
video,278.7,30,7680,5137,8360.977763862888,39.4522,34059.0,1408.01,4433.86
video,509.4,24,3840,2108,12226.268831799573,8.0947,34021.0,1218.93,2731.08
video,419.9,60,1920,1864,25192.655655475883,3.5789,38549.0,842.73,2786.8
video,53.8,15,1920,973,807.1431477630028,1.8682,15915.0,143.91,442.83
video,364.9,60,3840,2259,21896.03844640815,8.6746,32316.0,1050.18,2810.76
video,504.6,24,7680,4390,12109.772191840104,33.7152,3056.0,1398.77,5039.85
video,34.6,15,854,553,518.5779734430257,0.4723,29433.0,72.32,233.38
video,543.6,60,854,431,32618.032463911513,0.3681,1600.0,1096.27,3109.8
video,274.3,30,7680,5354,8229.653916709698,41.1187,33903.0,1355.02,4520.57
video,4.4,15,640,622,65.67348634382037,0.3981,23258.0,18.13,72.71
video,272.9,30,320,162,8185.735886364795,0.0518,32890.0,594.52,1380.86
video,268.4,30,160,121,8051.347759039374,0.0194,5443.0,468.46,1318.11
video,563.1,30,7680,6002,16891.63146444564,46.0954,5834.0,2607.89,6325.62
video,361.3,60,1920,1916,21676.745636681208,3.6787,42832.0,687.7,2227.27
video,254.5,30,160,126,7636.24873158765,0.0202,484.0,503.46,1224.92
video,197.5,15,1280,845,2962.492610591179,1.0816,27164.0,445.6,953.83
video,85.7,30,7680,7659,2570.6540855403505,58.8211,48364.0,1543.55,4582.42
video,142.8,60,320,256,8567.735308608204,0.0819,18526.0,286.66,707.37
video,120.8,30,3840,3484,3624.391933141887,13.3786,4233.0,485.12,1427.75
video,569.5,60,640,447,34168.265182303396,0.2861,9819.0,1157.39,2930.04
video,448.0,15,3840,3020,6719.637653817682,11.5968,34995.0,967.91,3281.57
video,236.5,15,160,136,3547.5439325755237,0.0218,48972.0,473.77,1040.2
video,250.1,30,1920,1813,7504.373573384242,3.481,1492.0,593.73,1521.45
video,225.8,30,7680,6265,6774.7421019747535,48.1152,24322.0,1729.83,4927.66
